Name,Gender,Height,Education Level,Eye Color,Married,Salary Income,Depressed
Maybelle Perren,Female,160,Intermediate,Black,Yes,29000000,No
Beatrix Brawley,Male,166,High,Brown,No,134000000,Yes
Kitti Levi,Female,160,Intermediate,Black,No,94000000,No
Donella Tarburn,Female,157,Low,Black,Yes,42000000,No
Rollin Forson,Male,140,Intermediate,Gray,No,54000000,Yes
Alexi Clavey,Male,173,Intermediate,Black,Yes,6000000,Yes
Seka Willoway,Female,156,Intermediate,Brown,No,42000000,No
Missie Jenoure,Male,147,High,Blue,No,83000000,No
Dulcy Odney,Female,178,Intermediate,Blue,No,3000000,Yes
Ariel Villaron,Female,147,High,Blue,Yes,48000000,No
Olive Doull,Female,174,Intermediate,Gray,Yes,108000000,No
Heddie Sanday,Male,159,Intermediate,Brown,No,33000000,Yes
Amata Blackledge,Male,161,Intermediate,Black,Yes,70000000,No
Candis Coghlin,Female,164,Low,Black,Yes,25000000,No
Jenny Schaumann,Male,144,High,Black,No,52000000,No
Yehudit Graber,Male,153,Intermediate,Black,Yes,8000000,No
Morris Cheer,Female,162,High,Gray,Yes,4000000,No
Alberto Wyard,Male,141,High,Blue,Yes,6000000,Yes
Shirline Paylor,Male,166,Low,Black,No,1000000,Yes
Livvie O'Reilly,Female,166,Low,Gray,No,50000000,Yes
Roseann Cullity,Female,140,High,Black,Yes,119000000,No
Daniel Lindstrom,Female,152,Low,Gray,No,78000000,Yes
Audrye Hambers,Male,145,Low,Blue,Yes,105000000,No
Alick Adlington,Female,160,Low,Blue,Yes,124000000,No
Letti Tenbrug,Female,140,Intermediate,Black,Yes,6000000,No
Karlyn Netti,Female,180,High,Gray,No,138000000,Yes
Reggis McGirl,Male,185,High,Brown,No,86000000,Yes
Carmita Frusher,Male,141,Intermediate,Black,Yes,75000000,No
Annadiane Polly,Male,185,High,Gray,Yes,9000000,Yes
Olivero Siviour,Male,142,Intermediate,Blue,Yes,102000000,No
Josie Titlow,Female,163,Intermediate,Black,No,134000000,No
Megen Finkle,Female,151,Intermediate,Blue,No,26000000,No
Blake Gove,Male,144,High,Black,Yes,55000000,No
Caril Bertelsen,Male,148,Intermediate,Blue,No,129000000,No
Merell Heppenspall,Female,160,Low,Brown,Yes,17000000,No
Granville Mangenet,Female,162,High,Gray,No,18000000,Yes
Nicky Knagges,Male,153,Intermediate,Black,No,41000000,No
Terri Greenhowe,Male,170,Intermediate,Black,No,17000000,No
Kale De Goey,Female,148,Intermediate,Blue,Yes,135000000,No
Giovanni Larroway,Female,169,Intermediate,Black,No,68000000,Yes
Sheela Mark,Female,148,High,Black,Yes,44000000,No
Melesa Balaisot,Female,161,Intermediate,Blue,Yes,134000000,No
Marjie Frid,Female,164,Intermediate,Brown,Yes,2000000,Yes
Charmaine Bearcroft,Female,147,Low,Black,Yes,58000000,No
Ludwig Ritmeyer,Male,155,Intermediate,Blue,Yes,106000000,No
Odette Burland,Male,162,Intermediate,Gray,No,29000000,Yes
Hubert Crother,Male,153,Intermediate,Blue,Yes,15000000,No
Agace Dickens,Female,162,Low,Gray,No,58000000,Yes
Clair Gemlett,Male,179,Intermediate,Gray,No,21000000,Yes
Ardelia Toghill,Male,184,Intermediate,Brown,Yes,15000000,Yes
Vita Sayers,Male,170,Low,Brown,No,1000000,Yes
Gabby Camosso,Female,165,High,Black,No,72000000,No
Oby Harbertson,Male,142,Intermediate,Blue,Yes,58000000,No
Norina Ferandez,Female,143,High,Blue,Yes,90000000,No
Keenan Davidi,Female,184,High,Brown,Yes,143000000,No
Bari Baugham,Female,169,Low,Black,No,9000000,No
Ardene Benedidick,Female,158,High,Brown,Yes,126000000,No
Syd Kilfedder,Male,170,High,Black,No,67000000,No
Shirleen Sewill,Female,161,Intermediate,Brown,Yes,120000000,No
Heall Methuen,Female,140,Low,Black,Yes,91000000,No
Francisco Colafate,Male,148,Intermediate,Black,Yes,69000000,No
Agathe Javes,Female,155,Low,Blue,Yes,47000000,No
Marjy Blucher,Male,185,High,Black,Yes,4000000,No
Mohandis Fuente,Female,156,High,Blue,Yes,96000000,No
Cory Dennistoun,Male,171,Intermediate,Blue,Yes,60000000,No
Philipa Tyers,Female,149,Intermediate,Blue,No,125000000,No
Bibbye Capehorn,Female,157,Low,Black,Yes,118000000,No
Suzette Bertomieu,Male,159,Intermediate,Gray,No,19000000,Yes
Gilles Bris,Female,185,Low,Gray,No,32000000,Yes
Roberta Matzeitis,Male,168,Intermediate,Brown,No,137000000,Yes
Etheline Wiburn,Female,140,Intermediate,Blue,Yes,46000000,No
Karin Kubanek,Male,147,Low,Black,Yes,53000000,No
Lalo Kippling,Male,173,Low,Black,No,9000000,Yes
Nevile Waller-Bridge,Male,165,Low,Brown,No,42000000,Yes
Fields Steabler,Female,159,High,Black,Yes,150000000,No
Maryl Rowatt,Female,163,Intermediate,Gray,Yes,117000000,No
Candide Ruscoe,Male,165,High,Brown,Yes,47000000,No
Liz Rayer,Female,163,Intermediate,Gray,No,23000000,Yes
Seline Temperton,Female,170,Intermediate,Gray,No,58000000,Yes
Niki Gerger,Female,152,Intermediate,Black,Yes,46000000,No
Chancey Eaddy,Female,154,Intermediate,Brown,No,43000000,Yes
Nicolea Bower,Female,174,Intermediate,Black,Yes,131000000,No
Enos Rizzo,Male,156,Intermediate,Brown,No,15000000,Yes
Evaleen Lapworth,Female,160,Intermediate,Blue,No,23000000,Yes
Amelie Chant,Male,162,High,Black,No,47000000,No
Josie Van den Oord,Female,179,Low,Gray,Yes,117000000,Yes
Dorie Kyncl,Male,183,Intermediate,Gray,No,38000000,Yes
Didi Wurst,Female,150,Intermediate,Gray,No,17000000,Yes
Arluene Pahl,Female,184,Low,Brown,No,47000000,Yes
Beulah Antoniades,Female,159,Low,Blue,Yes,46000000,Yes
Belita Gilstoun,Male,183,High,Blue,Yes,86000000,No
Fayina Irwin,Male,159,High,Blue,No,6000000,Yes
Alwin Stillwell,Female,153,High,Black,Yes,85000000,No
Candis Ebsworth,Female,159,Intermediate,Blue,Yes,112000000,No
Heloise McCowan,Male,153,Low,Gray,No,40000000,Yes
Dwight Earland,Male,157,Intermediate,Brown,Yes,47000000,Yes
Fey Crates,Male,180,High,Blue,Yes,59000000,No
Roberto Galtone,Male,156,Low,Blue,Yes,5000000,No
Hulda Tavernor,Female,172,Low,Gray,No,78000000,Yes
Nanni Lindstrom,Female,161,Low,Black,Yes,59000000,No
Vince Stigell,Male,170,High,Brown,No,37000000,Yes
Myrah Tilmouth,Male,148,Intermediate,Blue,Yes,58000000,No
Morena Dyhouse,Female,152,Intermediate,Brown,No,125000000,Yes
Hazel Adamo,Male,158,Intermediate,Black,Yes,113000000,No
Ellissa Redgrave,Male,156,High,Black,Yes,51000000,No
Reuven Poad,Female,172,High,Gray,No,140000000,Yes
Tabina Jacmar,Male,160,Low,Brown,No,14000000,Yes
Sonny Clevely,Male,160,Low,Gray,No,36000000,Yes
Carlynn Tudgay,Female,164,Low,Blue,Yes,49000000,Yes
Salvatore Mulcock,Female,159,High,Brown,No,24000000,Yes
Camey Fernant,Female,172,High,Blue,Yes,17000000,No
Zonnya Summerell,Male,140,Low,Gray,No,49000000,Yes
Charlena Silkston,Female,155,Low,Black,Yes,43000000,No
Barbie Killik,Female,153,High,Gray,No,13000000,Yes
Kass MacGillicuddy,Male,177,High,Gray,No,41000000,Yes
Jake Kersley,Male,184,High,Blue,Yes,149000000,No
Hy Gauntlett,Female,155,Intermediate,Blue,Yes,97000000,No
Pattie Glendzer,Male,150,High,Blue,Yes,48000000,No
Britt Gibbings,Male,185,Low,Gray,Yes,45000000,Yes
Dickie Thornhill,Female,165,Low,Gray,No,12000000,Yes
Bax Dundendale,Female,151,High,Brown,No,144000000,Yes
Osborn Blampey,Female,184,Intermediate,Blue,No,32000000,Yes
Jedd Sweetland,Female,171,Intermediate,Blue,Yes,54000000,No
Emmanuel Oxburgh,Female,149,Low,Brown,Yes,107000000,Yes
Ania Rubra,Male,157,Intermediate,Blue,Yes,10000000,No
Joleen Donnell,Female,162,Low,Black,Yes,32000000,Yes
Delbert Ayres,Female,159,Low,Gray,No,57000000,Yes
Lisabeth Hatley,Male,156,Intermediate,Blue,Yes,138000000,No
Temple Winckle,Female,156,Low,Gray,No,97000000,Yes
Alfi MacGraith,Male,155,Intermediate,Blue,No,50000000,No
Eugenius Stallan,Female,161,Low,Gray,Yes,118000000,No
Addy MacClay,Female,163,High,Black,Yes,89000000,No
Harli Maddaford,Male,154,Intermediate,Black,Yes,98000000,No
Hilario Stryde,Male,160,High,Gray,Yes,80000000,No
Stirling Vice,Male,153,High,Gray,No,29000000,Yes
Arnuad Krolak,Female,171,Intermediate,Gray,No,23000000,Yes
Myrlene Himpson,Female,179,Intermediate,Black,No,100000000,Yes
Mano Markel,Male,164,Low,Blue,No,54000000,Yes
Nealy Swindells,Female,159,Low,Brown,No,21000000,Yes
Darrin Room,Male,160,High,Blue,Yes,10000000,Yes
Darcee Grellier,Female,148,Intermediate,Black,No,118000000,No
Louise Fasler,Male,165,High,Gray,No,125000000,Yes
Sharron Shalliker,Female,159,Intermediate,Black,No,11000000,Yes
Del Enrico,Female,141,Intermediate,Brown,No,79000000,Yes
Sadie Beacham,Female,153,Low,Gray,Yes,82000000,No
Jessamine Brader,Female,159,Low,Gray,No,1000000,Yes
Grethel Gurner,Female,157,Intermediate,Blue,Yes,26000000,Yes
Lotta Klemke,Male,175,Intermediate,Gray,Yes,30000000,Yes
Nanete Elsdon,Female,150,Low,Gray,Yes,98000000,No
Galvan Duddan,Male,182,High,Black,Yes,2000000,No
Nissa Charte,Male,162,Low,Brown,Yes,48000000,Yes
Ab Pitcock,Female,173,Low,Brown,Yes,5000000,Yes
Cheri Lynes,Female,142,Low,Brown,No,118000000,Yes
Philippine Lorroway,Female,162,High,Brown,No,24000000,Yes
Aldin Trimmell,Male,154,Low,Gray,No,35000000,Yes
Elias Balch,Male,158,Intermediate,Blue,No,46000000,Yes
Courtnay Mc Coughan,Male,147,Intermediate,Gray,Yes,99000000,No
Brig Harfleet,Male,165,Low,Brown,Yes,17000000,Yes
Francisca Newlin,Female,160,Low,Blue,Yes,40000000,Yes
Mina Cuschieri,Female,161,Low,Black,No,48000000,No
Genni Melland,Female,184,High,Brown,No,135000000,Yes
Tybalt Bende,Female,146,Low,Gray,No,45000000,Yes
Alicea Iorizzi,Male,152,Intermediate,Gray,No,23000000,Yes
Legra Mair,Female,169,Low,Black,No,43000000,Yes
Eliot Crooke,Male,144,Low,Gray,Yes,131000000,No
Petr Kinnen,Female,179,High,Gray,Yes,15000000,Yes
Aeriell Greenin,Male,178,Intermediate,Gray,No,19000000,Yes
Tarrah Longstreeth,Male,161,Intermediate,Black,Yes,14000000,No
Chev Jeaves,Male,177,Low,Blue,No,33000000,Yes
Miles Killwick,Female,158,Intermediate,Brown,Yes,109000000,No
Emmett Dimont,Female,165,Intermediate,Black,No,148000000,Yes
Nina Filmer,Female,167,Low,Brown,No,13000000,Yes
Baldwin Crix,Female,141,High,Gray,Yes,80000000,No
Klarika Rebbeck,Male,162,Intermediate,Blue,Yes,93000000,No
Albertina Heathorn,Female,177,High,Brown,No,34000000,Yes
Iago Toomer,Male,156,Intermediate,Blue,No,148000000,No
Kari Ivannikov,Female,155,Intermediate,Brown,Yes,137000000,No
Karney Tilley,Male,162,Low,Gray,No,41000000,Yes
Magdalena Windebank,Female,179,Intermediate,Gray,No,9000000,Yes
Blakeley Marrable,Female,159,Low,Brown,No,123000000,Yes
Veriee Brecon,Female,161,Low,Black,No,147000000,No
Tansy Murtell,Female,183,Intermediate,Brown,No,51000000,Yes
Tony Wrankling,Male,159,Low,Brown,No,102000000,Yes
Kaitlin Gambrell,Male,156,High,Brown,No,106000000,Yes
Etienne Pasfield,Male,160,Intermediate,Black,Yes,92000000,No
Marice Enston,Male,144,Intermediate,Brown,Yes,20000000,Yes
Keslie Linfoot,Female,158,Intermediate,Blue,No,39000000,Yes
Chane Ryce,Male,151,Low,Blue,Yes,51000000,No
Electra Ruusa,Female,184,Low,Brown,No,55000000,Yes
Jennee Peye,Male,173,Intermediate,Brown,No,1000000,Yes
Brendan Dzenisenka,Female,158,High,Blue,Yes,67000000,No
Lolly Di Roberto,Male,159,Low,Black,Yes,60000000,No
Jeannine Shepley,Female,158,Low,Blue,Yes,22000000,Yes
Cyndia Panas,Male,181,Low,Blue,Yes,71000000,No
Benjy Chapple,Female,174,Low,Black,Yes,26000000,Yes
Lazar Phalp,Female,158,Low,Brown,No,45000000,Yes
Ward Whelpton,Female,151,Low,Black,Yes,117000000,No
Anna-maria Garrit,Male,164,Intermediate,Brown,No,98000000,Yes
Pippo Keasley,Male,147,High,Gray,No,67000000,No
Forrester Bloyes,Female,157,High,Gray,Yes,126000000,No
Ingunna Fairlaw,Female,185,High,Brown,No,27000000,Yes
Case Jehaes,Male,146,High,Gray,No,66000000,Yes
Erny Bampforth,Male,155,Low,Brown,No,32000000,Yes
Ax Profit,Male,180,Low,Brown,No,48000000,Yes
Nerissa Cometti,Male,161,Intermediate,Blue,Yes,143000000,No
Mordecai Boskell,Female,146,Intermediate,Brown,No,146000000,Yes
Normand Pipet,Male,147,Intermediate,Gray,No,16000000,Yes
Arte Anger,Female,152,Intermediate,Brown,No,46000000,Yes
Berton Bernaert,Female,165,High,Blue,Yes,129000000,No
Verna Ianniello,Male,148,Intermediate,Blue,No,50000000,No
Valaree Kinnerley,Male,166,High,Brown,No,80000000,Yes
Aubrie Laroux,Male,145,High,Black,Yes,11000000,No
Fredi Wetherick,Female,153,Intermediate,Blue,Yes,47000000,No
Roselle Sissons,Male,157,Intermediate,Blue,Yes,81000000,No
Tiphany Jouhning,Male,159,Intermediate,Brown,Yes,28000000,Yes
Giraldo Mariault,Female,160,Low,Brown,Yes,47000000,No
Dorise Staining,Male,184,Intermediate,Gray,No,58000000,Yes
Iseabal Napoli,Female,144,High,Black,Yes,62000000,No
Jorgan Bolus,Female,172,High,Blue,Yes,32000000,No
Gwyn Readett,Female,156,Low,Gray,No,59000000,Yes
Morrie Mathon,Male,145,Intermediate,Black,Yes,141000000,No
Gwendolen Eglese,Male,180,Low,Blue,Yes,97000000,No
Warner Bamell,Male,145,Intermediate,Blue,No,89000000,No
Daryl Elizabeth,Female,164,Intermediate,Brown,No,47000000,Yes
Halie Causon,Male,167,High,Gray,No,4000000,Yes
Cati Maben,Male,164,Intermediate,Gray,Yes,65000000,No
Waiter Sprigging,Male,152,Intermediate,Black,Yes,40000000,No
Aggy Trump,Female,143,Intermediate,Black,No,40000000,No
Paton Chadburn,Female,148,High,Brown,No,41000000,No
Midge Bruty,Female,159,Low,Black,No,48000000,Yes
Katheryn Dadswell,Female,151,Intermediate,Brown,No,57000000,Yes
Silas Poulden,Female,161,High,Gray,Yes,12000000,Yes
Barris Spinige,Male,164,Intermediate,Blue,Yes,56000000,No
Burg Blucher,Male,157,High,Blue,Yes,143000000,No
Joleen Ewols,Female,151,High,Gray,No,125000000,Yes
Keslie Hearley,Female,146,High,Brown,Yes,95000000,No
Dolores Cuseck,Female,145,Intermediate,Black,Yes,47000000,No
Sam De Bellis,Male,144,Intermediate,Gray,No,52000000,Yes
Lula de Quesne,Male,148,Intermediate,Blue,No,93000000,No
Hewe Orbine,Male,183,Low,Brown,No,24000000,Yes
Evered Davidai,Female,154,High,Black,Yes,89000000,No
Rey Cluff,Female,145,High,Brown,Yes,115000000,No
Vinny Paulisch,Female,160,Low,Gray,No,56000000,Yes
Gwenni Haresnape,Female,182,Intermediate,Blue,No,22000000,Yes
Wayland Shapira,Female,154,High,Black,Yes,59000000,No
Jessa Jaquest,Male,148,Intermediate,Blue,Yes,107000000,No
Rosmunda O'Gorman,Male,153,Intermediate,Gray,Yes,131000000,No
Huntlee Osboldstone,Male,148,Intermediate,Gray,No,47000000,Yes
Albertine Sidwick,Female,140,Intermediate,Gray,Yes,19000000,Yes
Raff Marlowe,Female,160,Low,Gray,Yes,29000000,Yes
Gretna Ritter,Male,175,High,Blue,Yes,120000000,No
Zitella Middis,Male,164,Low,Gray,Yes,99000000,Yes
Howey Godby,Male,169,Low,Blue,Yes,142000000,No
Richmound Bedinham,Female,158,Low,Blue,Yes,60000000,No
Lydie Illiston,Female,161,Intermediate,Brown,Yes,129000000,No
Audre Gwyllt,Male,179,High,Brown,Yes,103000000,No
Wilmar Robertsen,Female,145,Intermediate,Black,Yes,63000000,No
Honoria Cissell,Male,153,Low,Gray,No,51000000,Yes
Violette Tofano,Female,164,Intermediate,Black,Yes,81000000,No
Catlaina Higbin,Male,154,Intermediate,Gray,No,36000000,Yes
Ogdon Dryden,Male,157,Low,Gray,No,116000000,Yes
Filmore Bygate,Male,155,Low,Gray,Yes,28000000,No
Ludvig Santino,Female,162,High,Gray,No,62000000,Yes
Richardo Celes,Female,182,Low,Blue,Yes,75000000,Yes
Reina ffrench Beytagh,Male,154,Intermediate,Brown,No,95000000,Yes
Hughie Checkley,Female,154,High,Brown,Yes,49000000,No
Evin Straneo,Male,159,Low,Brown,Yes,18000000,Yes
Hyacinthie Stimson,Male,152,High,Blue,Yes,38000000,Yes
Lucias Baddam,Female,183,Low,Black,No,56000000,Yes
Hedvig Helian,Male,175,Low,Black,Yes,96000000,No
Albert Rooper,Male,148,Low,Black,Yes,91000000,No
Tilda Lillywhite,Female,160,Intermediate,Blue,No,150000000,Yes
Benny Levensky,Female,164,Low,Gray,No,47000000,Yes
Giles Olivet,Female,161,Intermediate,Gray,No,31000000,Yes
Sammy Whitters,Male,164,Low,Gray,Yes,140000000,Yes
Kay Cuerda,Female,182,Intermediate,Brown,No,22000000,Yes
Pieter Emson,Female,153,Intermediate,Blue,Yes,126000000,No
Charmaine Barabisch,Female,183,Low,Black,No,96000000,No
Sophey Maccraw,Female,141,Intermediate,Brown,Yes,101000000,Yes
Annabelle Skipp,Female,178,Low,Gray,No,57000000,Yes
Tammie Aleswell,Male,156,Low,Brown,No,60000000,Yes
Lucille Yearnes,Male,161,Low,Gray,No,51000000,Yes
Melamie Barneveld,Male,142,Intermediate,Blue,Yes,136000000,No
Nealson Gainsboro,Female,184,Low,Gray,Yes,85000000,Yes
Gwendolin Duffy,Male,176,Low,Black,No,14000000,Yes
Ailey Henker,Male,160,High,Black,Yes,117000000,No
James Khan,Female,145,High,Brown,Yes,62000000,No
Helen-elizabeth Pask,Female,161,High,Black,Yes,58000000,No
Darcee Edlestone,Female,156,Intermediate,Gray,No,56000000,Yes
Ravi Percifull,Female,150,Intermediate,Brown,No,50000000,Yes
Merill Kliemann,Female,157,Intermediate,Brown,No,36000000,Yes
Nial Brockherst,Male,152,Intermediate,Brown,No,59000000,Yes
Shalom Spilsburie,Male,157,High,Blue,No,144000000,No
Glendon Goves,Male,164,High,Brown,Yes,69000000,No
Halsey Dodgson,Female,151,Low,Black,Yes,15000000,No
Maris Hardeman,Male,153,High,Blue,Yes,147000000,No
Otha Carpe,Male,165,High,Gray,No,25000000,Yes
Abie Zamudio,Female,159,Low,Blue,No,96000000,Yes
Myrle Vassay,Female,159,Intermediate,Black,Yes,137000000,No
Orazio McAuliffe,Male,181,Intermediate,Blue,Yes,114000000,No
Ashly Stroyan,Male,160,Low,Blue,Yes,72000000,No
Harmonia Bowle,Male,167,Low,Brown,No,37000000,Yes
Sarene Wiggam,Male,156,High,Black,No,91000000,No
Milka Seamons,Female,154,High,Black,Yes,101000000,No
Jaymee Parades,Male,163,Low,Gray,No,49000000,Yes
Tito Cargo,Female,156,High,Gray,Yes,93000000,No
Serge Ducker,Female,147,High,Gray,Yes,113000000,No
Sheena Furze,Male,157,Intermediate,Black,Yes,39000000,No
Kelcey Buddles,Female,171,Intermediate,Brown,No,29000000,Yes
Salome Pleat,Male,168,Intermediate,Gray,Yes,23000000,Yes
Carlene MacAllaster,Female,162,Intermediate,Black,Yes,71000000,No
Layney Massie,Male,185,Low,Gray,Yes,56000000,Yes
Gardie Fannin,Male,164,Intermediate,Blue,No,48000000,No
Fidelia Bortoli,Male,155,Intermediate,Gray,No,13000000,Yes
Alla Frame,Male,147,High,Blue,Yes,53000000,No
Rickard Vautin,Female,182,Low,Gray,No,65000000,Yes
Starlene Bellelli,Male,144,Low,Blue,Yes,117000000,No
Kelila Chainey,Male,166,Low,Gray,Yes,32000000,Yes
Ermina Raoult,Male,164,Intermediate,Brown,No,14000000,Yes
Massimo Folker,Female,163,Intermediate,Gray,No,18000000,Yes
Bearnard Tomlett,Male,144,High,Gray,Yes,81000000,No
Gibby Shawe,Female,180,Low,Gray,Yes,52000000,Yes
Raynell Timmons,Male,141,High,Blue,No,82000000,No
Amil Gooderridge,Female,157,High,Gray,Yes,116000000,Yes
Lindon Abrahamsen,Male,171,Low,Gray,Yes,40000000,Yes
Link Barrasse,Female,158,Low,Black,Yes,94000000,No
Rebekkah Rigate,Female,156,High,Gray,Yes,52000000,No
Vivie Phettis,Male,165,High,Blue,Yes,73000000,No
Lefty Harewood,Male,158,Intermediate,Gray,No,29000000,Yes
Amelie Findlater,Female,153,Intermediate,Blue,Yes,45000000,No
Kristos Fenton,Female,152,Intermediate,Black,No,41000000,Yes
Yance Paszak,Male,160,Intermediate,Blue,Yes,58000000,No
Broderic Dayly,Female,177,Intermediate,Gray,No,137000000,Yes
Ardyce Dallmann,Male,162,Intermediate,Brown,No,61000000,No
Hermann Cleaves,Male,159,High,Black,Yes,149000000,No
Elbertina Tregale,Female,162,Intermediate,Gray,No,127000000,Yes
Eustace Duncanson,Female,173,High,Blue,Yes,60000000,No
Hollis Sapsforde,Male,143,High,Brown,Yes,88000000,No
Sheppard Alyutin,Male,148,Intermediate,Gray,No,32000000,Yes
Lexi Persehouse,Male,155,Intermediate,Black,Yes,131000000,No
Garry Van Vuuren,Female,166,Intermediate,Gray,No,2000000,Yes
Shep Eales,Male,142,Intermediate,Brown,No,51000000,Yes
Hortensia Romeo,Female,181,High,Brown,Yes,133000000,No
Ardra Carder,Female,156,Low,Black,Yes,51000000,No
Reynold Jullian,Male,176,Low,Black,Yes,53000000,No
Anni Brideaux,Female,146,High,Black,Yes,70000000,No
Coraline Phillip,Male,165,Low,Gray,No,27000000,Yes
Adelbert Boss,Male,171,Intermediate,Black,No,138000000,Yes
Torr Orrobin,Female,161,Low,Black,Yes,64000000,No
Patrizia Kyttor,Female,160,Intermediate,Gray,No,118000000,Yes
Amandi Waplington,Male,162,High,Brown,Yes,108000000,No
Kerry Bremeyer,Male,180,High,Brown,Yes,101000000,No
Barbaraanne Peters,Male,144,Low,Black,No,140000000,No
Bryana McKelloch,Female,143,Intermediate,Black,Yes,37000000,No
Noell Jahn,Female,171,High,Black,No,94000000,No
Kristel Fall,Female,183,Low,Black,No,55000000,Yes
Gannie Anyene,Male,177,Low,Brown,No,59000000,Yes
Shane Wyard,Female,175,Intermediate,Gray,Yes,56000000,Yes
Whitby Mockes,Female,142,Intermediate,Black,Yes,52000000,No
Kalvin Beckhouse,Male,143,High,Blue,Yes,140000000,No
Mason Colley,Female,163,Low,Black,Yes,105000000,No
Jake Dundridge,Female,142,Low,Blue,Yes,145000000,No
Arabel Fulks,Female,143,Intermediate,Blue,Yes,142000000,No
Valentin Farrer,Male,167,Intermediate,Gray,No,115000000,Yes
Evita Peppard,Female,169,Low,Gray,No,106000000,Yes
Lew Oxtiby,Female,157,Low,Gray,No,2000000,Yes
Liliane Birch,Female,185,Low,Black,No,115000000,No
Maura Punshon,Female,157,Intermediate,Black,Yes,104000000,No
Trefor Issacoff,Male,178,High,Black,Yes,5000000,No
Wat Phythean,Male,142,Intermediate,Gray,No,24000000,Yes
Mill Alexsandrovich,Male,157,Intermediate,Gray,No,59000000,Yes
Tibold Errichiello,Male,172,Low,Black,No,18000000,Yes
Esme Cubbini,Male,140,High,Brown,Yes,67000000,No
Nicolis Dermot,Female,141,Intermediate,Gray,No,139000000,No
Emmery Welbrock,Male,165,Intermediate,Blue,No,38000000,Yes
Keely Davidowich,Male,141,Low,Gray,No,98000000,Yes
Adriano Row,Male,162,Low,Gray,No,45000000,Yes
Dimitri Miere,Male,178,Intermediate,Brown,No,35000000,Yes
Daryn Ilieve,Female,150,Intermediate,Blue,No,149000000,No
Drusilla Yurmanovev,Female,144,Intermediate,Blue,Yes,47000000,No
Joseph Mathers,Male,177,Intermediate,Black,No,134000000,No
Junette Varey,Male,150,Intermediate,Brown,No,56000000,Yes
Tine McFadzean,Male,182,Intermediate,Gray,No,28000000,Yes
Catarina Gilbride,Female,154,Intermediate,Gray,Yes,53000000,Yes
Kessia Sainthill,Male,151,Low,Gray,No,19000000,Yes
